,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
2390433,208.80.154.224-10.42.0.211-443-54565-6,208.80.154.224,443,10.42.0.211,54565,6,30-06-2017 11:18,13669,1,1,0,0,0,0,0,0,0,0,0,0,0,146.3164826,13669,0,13669,13669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,73.1582,73.1582,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,59,1386,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_BEANBOT
290218,10.42.0.211-87.240.165.91-54654-443-6,10.42.0.211,54654,87.240.165.91,443,6,14-06-2017 02:15,14694900,6,4,568,152,517,0,94.6667,207.904,152,0,38,76,48.9966,0.680508481,1632770,4730480,14246000,152,14694900,2938980,6417620,14418500,152,315302,105101,93092.6,178147,281,0,0,0,0,200,136,0.408305,0.272203,0,517,65.4545,156.8013799,24586.7,0,0,0,1,0,0,0,0,0,72,94.6667,38,200,0,0,0,0,0,0,6,568,4,152,65535,110,2,32,0,0,0,0,0,0,0,0,ADWARE_KOODOUS
829255,172.217.10.234-10.42.0.42-443-56850-6,10.42.0.42,56850,172.217.10.234,443,6,02-07-2017 11:17,385850,8,6,3009,677,1368,0,376.125,615.727,534,0,112.833,214.111,9552.94,36.28352987,29680.8,29146,77559,654,385850,55121.4,68450.2,184590,654,311320,62264,42567.8,115120,688,0,0,0,0,264,200,20.7334,15.5501,0,1368,245.733,477.0017171,227531,0,0,0,1,0,0,0,0,0,263.286,376.125,112.833,264,0,0,0,0,0,0,8,3009,6,677,65535,383,4,32,0,0,0,0,0,0,0,0,BENIGN
2193956,10.42.0.151-34.204.208.159-60492-80-6,34.204.208.159,80,10.42.0.151,60492,6,28-06-2017 09:25,67165,1,1,0,0,0,0,0,0,0,0,0,0,0,29.77741383,67165,0,67165,67165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14.8887,14.8887,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,114,1369,0,32,0,0,0,0,0,0,0,0,SCAREWARE_FAKEAPPAL
316772,10.42.0.211-10.42.0.1-32664-53-17,10.42.0.211,32664,10.42.0.1,53,17,14-06-2017 02:33,662884,1,1,30,185,30,30,30,0,185,185,185,0,324.34,3.017119134,662884,0,662884,662884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,1.50856,1.50856,30,185,81.6667,89.48929172,8008.33,0,0,0,0,0,0,0,0,1,122.5,30,185,40,0,0,0,0,0,0,1,30,1,185,-1,-1,0,40,0,0,0,0,0,0,0,0,ADWARE_MOBIDASH
220527,191.239.8.125-10.42.0.151-443-36955-6,10.42.0.151,36955,191.239.8.125,443,6,16-06-2017 10:25,1761380,12,6,1391,4224,885,0,115.917,255.459,1448,0,704,629.019,3187.84,10.21924829,103611,177597,740199,11,1761380,160126,203600,740199,243,855976,171195,158287,308015,11,0,0,0,0,392,200,6.81283,3.40642,0,1448,295.526,481.4176252,231763,0,0,0,1,0,0,0,0,0,311.944,115.917,704,392,0,0,0,0,0,0,12,1391,6,4224,65535,510,4,32,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
1948463,10.42.0.151-10.42.0.1-52522-53-17,10.42.0.151,52522,10.42.0.1,53,17,21-08-2017 10:26,32010,1,1,39,55,39,39,39,0,55,55,55,0,2936.58,62.48047485,32010,0,32010,32010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31.2402,31.2402,39,55,44.3333,9.237604307,85.3333,0,0,0,0,0,0,0,0,1,66.5,39,55,20,0,0,0,0,0,0,1,39,1,55,-1,-1,0,20,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
1572783,10.42.0.151-123.125.29.138-40297-80-6,10.42.0.151,40297,123.125.29.138,80,6,22-06-2017 10:14,585909,3,4,596,1065,596,0,198.667,344.101,1065,0,266.25,532.5,2834.91,11.94724778,97651.5,149101,290371,15,295037,147518,204506,292126,2911,295538,98512.7,169789,294567,15,0,0,0,0,80,92,5.12025,6.827,0,1065,207.625,404.3647355,163511,0,0,0,1,0,0,0,0,1,237.286,198.667,266.25,80,0,0,0,0,0,0,3,596,4,1065,65535,124,1,20,0,0,0,0,0,0,0,0,BENIGN
531790,10.42.0.211-123.125.29.220-46006-80-6,10.42.0.211,46006,123.125.29.220,80,6,05-08-2017 03:34,287806,1,1,0,0,0,0,0,0,0,0,0,0,0,6.949125453,287806,0,287806,287806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.47456,3.47456,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1386,136,0,20,0,0,0,0,0,0,0,0,BENIGN
332569,172.217.10.78-10.42.0.211-80-38822-6,10.42.0.211,38822,172.217.10.78,80,6,14-06-2017 07:30,115236,2,0,0,0,0,0,0,0,0,0,0,0,0,17.35568746,115236,0,115236,115236,115236,115236,0,115236,115236,0,0,0,0,0,0,0,0,0,64,0,17.3557,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,349,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_MOBIDASH
785503,10.42.0.1-10.42.0.42-53-59196-17,10.42.0.42,59196,10.42.0.1,53,17,01-07-2017 11:44,31305,1,1,36,52,36,36,36,0,52,52,52,0,2811.05,63.8875579,31305,0,31305,31305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,31.9438,31.9438,36,52,41.3333,9.237604307,85.3333,0,0,0,0,0,0,0,0,1,62,36,52,32,0,0,0,0,0,0,1,36,1,52,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
873982,172.217.3.110-10.42.0.42-443-48679-6,10.42.0.42,48679,172.217.3.110,443,6,04-07-2017 07:31,2036270,11,8,1793,5115,769,0,163,304.203,1418,0,639.375,643.399,3392.48,9.330804522,113126,374737,1608530,11,2036270,203627,496841,1608530,302,1995810,285116,669732,1802460,11,0,0,0,0,360,264,5.40204,3.92876,0,1418,345.4,512.9770078,263145,0,0,0,1,0,0,0,0,0,363.579,163,639.375,360,0,0,0,0,0,0,11,1793,8,5115,65535,364,4,32,0,0,0,0,0,0,0,0,BENIGN
1010782,10.42.0.42-23.208.31.187-40895-80-6,10.42.0.42,40895,23.208.31.187,80,6,07-07-2017 03:56,136001,2,0,0,0,0,0,0,0,0,0,0,0,0,14.70577422,136001,0,136001,136001,136001,136001,0,136001,136001,0,0,0,0,0,0,0,0,0,64,0,14.7058,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1106,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
2138729,10.42.0.1-10.42.0.42-53-34804-17,10.42.0.42,34804,10.42.0.1,53,17,26-06-2017 02:42,496862,1,1,30,111,30,30,30,0,111,111,111,0,283.781,4.025262548,496862,0,496862,496862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.01263,2.01263,30,111,57,46.7653718,2187,0,0,0,0,0,0,0,0,1,85.5,30,111,20,0,0,0,0,0,0,1,30,1,111,-1,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_AVPASS
2420179,172.217.11.46-10.42.0.42-443-46204-6,172.217.11.46,443,10.42.0.42,46204,6,28-06-2017 02:41,293,2,0,0,0,0,0,0,0,0,0,0,0,0,6825.938567,293,0,293,293,293,293,0,293,293,0,0,0,0,0,0,0,0,0,64,0,6825.94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,426,-1,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_BIIGE
173354,8.39.37.61-10.42.0.211-443-45015-6,8.39.37.61,443,10.42.0.211,45015,6,15-06-2017 06:44,1984,1,1,0,0,0,0,0,0,0,0,0,0,0,1008.064516,1984,0,1984,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,504.032,504.032,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,14472,65535,0,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
2075994,10.42.0.151-106.39.162.36-49944-80-6,10.42.0.151,49944,106.39.162.36,80,6,23-06-2017 01:21,6249380,2,0,0,0,0,0,0,0,0,0,0,0,0,0.320031542,6249380,0,6249380,6249384,6249380,6249380,0,6249380,6249380,0,0,0,0,0,0,0,0,0,40,0,0.320032,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_AVFORANDROID
1947885,10.42.0.151-10.42.0.1-6568-53-17,10.42.0.151,6568,10.42.0.1,53,17,21-08-2017 10:48,50084,1,1,27,64,27,27,27,0,64,64,64,0,1816.95,39.93291271,50084,0,50084,50084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19.9665,19.9665,27,64,39.3333,21.36195996,456.333,0,0,0,0,0,0,0,0,1,59,27,64,32,0,0,0,0,0,0,1,27,1,64,-1,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
76724,10.42.0.151-104.244.43.3-36363-443-6,10.42.0.151,36363,104.244.43.3,443,6,13-06-2017 11:39,30103900,3,0,0,0,0,0,0,0,0,0,0,0,0,0.099654892,15051900,21239400,30070400,33455,30103900,15051900,21239400,30070400,33455,0,0,0,0,0,0,0,0,0,96,0,0.0996549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,3043,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND
2230000,10.42.0.1-10.42.0.42-53-56261-17,10.42.0.42,56261,10.42.0.1,53,17,27-06-2017 03:52,354236,1,1,29,61,29,29,29,0,61,61,61,0,254.068,5.645953545,354236,0,354236,354236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,2.82298,2.82298,29,61,39.6667,18.47520861,341.333,0,0,0,0,0,0,0,0,1,59.5,29,61,32,0,0,0,0,0,0,1,29,1,61,-1,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_FAKEAV
50467,10.42.0.151-10.42.0.1-30444-53-17,10.42.0.151,30444,10.42.0.1,53,17,13-06-2017 04:55,416296,1,1,35,125,35,35,35,0,125,125,125,0,384.342,4.804273882,416296,0,416296,416296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,2.40214,2.40214,35,125,65,51.96152423,2700,0,0,0,0,0,0,0,0,1,97.5,35,125,40,0,0,0,0,0,0,1,35,1,125,-1,-1,0,40,0,0,0,0,0,0,0,0,ADWARE_EWIND
2520395,162.208.22.39-10.42.0.42-443-42786-6,10.42.0.42,42786,162.208.22.39,443,6,17-07-2017 11:02,67063,2,1,0,0,0,0,0,0,0,0,0,0,0,44.73405604,33531.5,8641.55,39642,27421,39642,39642,0,39642,39642,0,0,0,0,0,0,0,0,0,40,20,29.8227,14.9114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,1,0,1552,60,0,20,0,0,0,0,0,0,0,0,SMSMALWARE_NANDROBOX
1998162,10.42.0.211-103.235.46.211-36522-443-6,10.42.0.211,36522,103.235.46.211,443,6,26-06-2017 04:05,1673320,2,0,0,0,0,0,0,0,0,0,0,0,0,1.195225076,1673320,0,1673320,1673325,1673320,1673320,0,1673320,1673320,0,0,0,0,0,0,0,0,0,40,0,1.19523,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,3094,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_ANDROIDDEFENDER
2541899,216.58.219.193-10.42.0.211-443-33326-6,10.42.0.211,33326,216.58.219.193,443,6,11-07-2017 11:05,247581,20,23,1339,27874,991,0,66.95,224.499,1418,0,1211.91,456.833,117994,173.6805328,5894.79,11633.3,50147,1,247581,13030.6,17108.4,50147,1,204178,9280.82,21596.6,93699,19,0,0,0,0,648,744,80.7816,92.8989,0,1418,663.932,682.4033247,465674,0,0,0,1,0,0,0,0,1,679.372,66.95,1211.91,648,0,0,0,0,0,0,20,1339,23,27874,65535,362,3,32,0,0,0,0,0,0,0,0,SMSMALWARE_PLANKTON
621912,172.217.11.10-10.42.0.211-443-44593-6,10.42.0.211,44593,172.217.11.10,443,6,06-08-2017 05:53,796489,7,9,1166,4397,846,0,166.571,309.571,1418,0,488.556,610.974,6984.4,20.08816192,53099.3,58107.3,212474,8,796489,132748,131221,367414,4659,681535,85191.9,90406.4,212474,8,0,0,0,0,232,296,8.78857,11.2996,0,1418,327.235,505.1801077,255207,0,0,0,1,0,0,0,0,1,347.688,166.571,488.556,232,0,0,0,0,0,0,7,1166,9,4397,65535,362,3,32,0,0,0,0,0,0,0,0,BENIGN
1031100,10.42.0.211-117.121.27.12-34828-80-6,117.121.27.12,80,10.42.0.211,34828,6,07-07-2017 03:09,2344,1,1,0,0,0,0,0,0,0,0,0,0,0,853.2423208,2344,0,2344,2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,426.621,426.621,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,29,1369,0,20,0,0,0,0,0,0,0,0,BENIGN
1829512,10.42.0.151-10.42.0.1-55709-53-17,10.42.0.151,55709,10.42.0.1,53,17,29-08-2017 01:55,47456,1,1,38,126,38,38,38,0,126,126,126,0,3455.83,42.14430209,47456,0,47456,47456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.0722,21.0722,38,126,67.3333,50.80682369,2581.33,0,0,0,0,0,0,0,0,1,101,38,126,32,0,0,0,0,0,0,1,38,1,126,-1,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_RANSOMBO
253610,10.42.0.211-10.42.0.1-41895-53-17,10.42.0.211,41895,10.42.0.1,53,17,13-06-2017 07:18,48930,1,1,43,80,43,43,43,0,80,80,80,0,2513.8,40.87471899,48930,0,48930,48930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20.4374,20.4374,43,80,55.3333,21.36195996,456.333,0,0,0,0,0,0,0,0,1,83,43,80,32,0,0,0,0,0,0,1,43,1,80,-1,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_KEMOGE
2307087,10.42.0.42-64.71.142.110-50652-80-6,10.42.0.42,50652,64.71.142.110,80,6,30-06-2017 10:15,28656200,3,0,0,0,0,0,0,0,0,0,0,0,0,0.104689398,14328100,20061900,28514000,142186,28656200,14328100,20061900,28514000,142186,0,0,0,0,0,0,0,0,0,60,0,0.104689,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,33,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKETAOBAO
2157600,10.42.0.211-104.254.66.16-51513-80-6,10.42.0.211,51513,104.254.66.16,80,6,27-06-2017 06:35,16423900,118,163,424,232563,424,0,3.59322,39.0324,1460,0,1426.77,212.134,14185.8,17.10919925,58656.8,947192,15850800,6,573098,4898.27,15619,101854,9,16335500,100837,1245690,15857300,6,0,0,0,0,2380,3272,7.18465,9.92455,0,1460,826.195,722.7625981,522386,0,0,0,1,0,0,0,0,1,829.135,3.59322,1426.77,2380,0,0,0,0,0,0,118,424,163,232563,65535,30,1,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKEAPP
2404736,172.217.10.138-10.42.0.211-443-48312-6,10.42.0.211,48312,172.217.10.138,443,6,28-06-2017 10:48,381240,9,9,1099,4481,748,0,122.111,247.943,1418,0,497.889,589.25,14636.4,47.21435316,22425.9,31407.7,98095,23,381240,47655,52931.4,152576,1476,336024,42003,51475.8,138965,23,0,0,0,0,296,296,23.6072,23.6072,0,1418,293.684,471.1694732,222001,0,0,0,1,0,0,0,0,1,310,122.111,497.889,296,0,0,0,0,0,0,9,1099,9,4481,65535,352,3,32,0,0,0,0,0,0,0,0,SMSMALWARE_BIIGE
2316692,180.149.136.194-10.42.0.42-80-58860-6,10.42.0.42,58860,180.149.136.194,80,6,30-06-2017 01:51,369638,1,1,0,0,0,0,0,0,0,0,0,0,0,5.410699116,369638,0,369638,369638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.70535,2.70535,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1386,123,0,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKETAOBAO
2459868,10.42.0.151-10.42.0.1-19872-53-17,10.42.0.151,19872,10.42.0.1,53,17,30-06-2017 02:22,25509,1,1,34,386,34,34,34,0,386,386,386,0,16464.8,78.40370065,25509,0,25509,25509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,39.2019,39.2019,34,386,151.333,203.2272948,41301.3,0,0,0,0,0,0,0,0,1,227,34,386,32,0,0,0,0,0,0,1,34,1,386,-1,-1,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_FAKENOTIFY
2091997,10.42.0.151-10.42.0.1-6060-53-17,10.42.0.151,6060,10.42.0.1,53,17,26-06-2017 09:00,286164,1,1,32,217,32,32,32,0,217,217,217,0,870.13,6.988999315,286164,0,286164,286164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.4945,3.4945,32,217,93.6667,106.8097998,11408.3,0,0,0,0,0,0,0,0,1,140.5,32,217,20,0,0,0,0,0,0,1,32,1,217,-1,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_AVFORANDROID
1702416,175.100.207.233-10.42.0.211-443-52999-6,10.42.0.211,52999,175.100.207.233,443,6,23-08-2017 09:34,18342800,7,4,568,229,517,0,81.1429,193.132,156,0,57.25,74.2849,43.4504,0.599691649,1834280,5494890,17469700,278,18342800,3057130,7061840,17469700,6099,575998,191999,167807,312181,278,0,0,0,0,160,92,0.381622,0.21807,0,517,66.4167,149.7333741,22420.1,0,0,0,1,0,0,0,0,0,72.4545,81.1429,57.25,160,0,0,0,0,0,0,7,568,4,229,65535,30,2,20,873052,0,873052,873052,17469700,0,17469700,17469700,RANSOMWARE_KOLER
1651374,202.77.129.230-10.42.0.211-80-42210-6,10.42.0.211,42210,202.77.129.230,80,6,29-08-2017 01:46,3016,4,0,0,0,0,0,0,0,0,0,0,0,0,1326.259947,1005.33,478.325,1556,693,3016,1005.33,478.325,1556,693,0,0,0,0,0,0,0,0,0,80,0,1326.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,0,0,0,4,0,0,0,1871,-1,0,20,0,0,0,0,0,0,0,0,RANSOMWARE_CHARGER
2111637,140.205.218.50-10.42.0.42-80-54880-6,10.42.0.42,54880,140.205.218.50,80,6,23-06-2017 01:21,1043230,5,6,1600,318,1452,0,320,635.763,318,0,53,129.823,1838.52,10.5441753,104323,134649,302366,23,738587,184647,215714,411749,272,768729,153746,209762,410318,23,0,0,0,0,120,152,4.79281,5.75137,0,1452,159.833,418.1497847,174849,0,0,0,1,0,0,0,0,1,174.364,320,53,120,0,0,0,0,0,0,5,1600,6,318,65535,17424,3,20,0,0,0,0,0,0,0,0,SCAREWARE_AVPASS
2048020,10.42.0.151-10.42.0.1-10696-53-17,10.42.0.151,10696,10.42.0.1,53,17,22-06-2017 03:02,142951,1,1,49,155,49,49,49,0,155,155,155,0,1427.06,13.99080804,142951,0,142951,142951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.9954,6.9954,49,155,84.3333,61.19912853,3745.33,0,0,0,0,0,0,0,0,1,126.5,49,155,20,0,0,0,0,0,0,1,49,1,155,-1,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_ANDROIDSPY
1146476,10.42.0.211-115.239.210.141-51614-80-6,10.42.0.211,51614,115.239.210.141,80,6,08-07-2017 12:38,8654910,2,0,0,0,0,0,0,0,0,0,0,0,0,0.23108273,8654910,0,8654910,8654909,8654910,8654910,0,8654910,8654910,0,0,0,0,0,0,0,0,0,40,0,0.231083,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1401,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1878651,173.194.175.101-10.42.0.151-443-37215-6,10.42.0.151,37215,173.194.175.101,443,6,28-08-2017 12:13,567511,11,10,1355,6233,551,0,123.182,217.939,1418,0,623.3,617.182,13370.7,37.00368803,28375.5,27647.5,77389,7,567511,56751.1,51906,133791,66,478329,53147.7,66358,165108,7,0,0,0,0,360,328,19.3829,17.6208,0,1418,344.909,504.1717309,254189,0,0,0,1,0,0,0,0,0,361.333,123.182,623.3,360,0,0,0,0,0,0,11,1355,10,6233,65535,179,4,32,0,0,0,0,0,0,0,0,RANSOMWARE_SIMPLOCKER
1650597,10.42.0.211-54.239.17.112-35060-443-6,10.42.0.211,35060,54.239.17.112,443,6,29-08-2017 01:25,67793800,17,15,2715,6965,468,0,159.706,211.184,1460,0,464.333,552.072,142.786,0.472019503,2186900,11652300,64958200,9,2835340,177209,312265,1237190,18,67742700,4838760,17319700,65001400,9,0,0,0,0,360,308,0.25076,0.221259,0,1460,293.333,426.0562365,181524,0,0,0,1,0,0,0,0,0,302.5,159.706,464.333,360,0,0,0,0,0,0,17,2715,15,6965,65535,32725,7,20,2835340,0,2835340,2835340,64958200,0,64958200,64958200,RANSOMWARE_CHARGER
28606,10.42.0.211-103.235.47.88-46473-80-6,10.42.0.211,46473,103.235.47.88,80,6,14-06-2017 10:41,5053840,2,0,0,0,0,0,0,0,0,0,0,0,0,0.395738921,5053840,0,5053840,5053837,5053840,5053840,0,5053840,5053840,0,0,0,0,0,0,0,0,0,52,0,0.395739,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_DOWGIN
1102616,172.217.5.228-10.42.0.151-443-32988-6,172.217.5.228,443,10.42.0.151,32988,6,07-07-2017 11:09,43,2,0,55,0,55,0,27.5,38.8909,0,0,0,0,1279070,46511.62791,43,0,43,43,43,43,0,43,43,0,0,0,0,0,1,0,0,0,64,0,46511.6,0,0,55,36.6667,31.75426481,1008.33,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,358,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
2253621,10.42.0.1-10.42.0.42-53-52818-17,10.42.0.42,52818,10.42.0.1,53,17,28-06-2017 02:52,1546,1,1,37,279,37,37,37,0,279,279,279,0,204398,1293.661061,1546,0,1546,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,646.831,646.831,37,279,117.667,139.7187651,19521.3,0,0,0,0,0,0,0,0,1,176.5,37,279,32,0,0,0,0,0,0,1,37,1,279,-1,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_FAKEAV
2295843,172.217.10.106-10.42.0.42-443-48178-6,10.42.0.42,48178,172.217.10.106,443,6,29-06-2017 01:00,20520200,2,0,0,0,0,0,0,0,0,0,0,0,0,0.097465027,20520200,0,20520200,20520181,20520200,20520200,0,20520200,20520200,0,0,0,0,0,0,0,0,0,64,0,0.097465,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1953,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_FAKETAOBAO
1203259,172.217.9.238-10.42.0.151-443-52970-6,10.42.0.151,52970,172.217.9.238,443,6,21-07-2017 05:46,6900230,2,0,0,0,0,0,0,0,0,0,0,0,0,0.289845537,6900230,0,6900230,6900227,6900230,6900230,0,6900230,6900230,0,0,0,0,0,0,0,0,0,64,0,0.289846,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1503,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
1497621,10.42.0.151-10.42.0.1-32353-53-17,10.42.0.151,32353,10.42.0.1,53,17,21-06-2017 06:11,289868,1,1,32,217,32,32,32,0,217,217,217,0,859.012,6.899692274,289868,0,289868,289868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,3.44985,3.44985,32,217,93.6667,106.8097998,11408.3,0,0,0,0,0,0,0,0,1,140.5,32,217,40,0,0,0,0,0,0,1,32,1,217,-1,-1,0,40,0,0,0,0,0,0,0,0,BENIGN
2067316,10.42.0.151-10.42.0.1-38153-53-17,10.42.0.151,38153,10.42.0.1,53,17,23-06-2017 11:13,50535,1,1,33,49,33,33,33,0,49,49,49,0,1622.64,39.57653112,50535,0,50535,50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19.7883,19.7883,33,49,38.3333,9.237604307,85.3333,0,0,0,0,0,0,0,0,1,57.5,33,49,32,0,0,0,0,0,0,1,33,1,49,-1,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_AVFORANDROID
2538578,10.42.0.211-123.125.29.220-56718-80-6,10.42.0.211,56718,123.125.29.220,80,6,11-07-2017 10:13,11065700,5,4,1464,193,1460,0,292.8,652.487,193,0,48.25,96.5,149.742,0.813323761,1383210,3062900,8900950,63,1783600,445900,520290,991203,276,9286280,3095430,5031410,8900950,63,0,0,0,0,140,104,0.451847,0.361477,0,1460,165.7,458.7785837,210478,0,0,0,1,0,0,0,0,0,184.111,292.8,48.25,140,0,0,0,0,0,0,5,1464,4,193,65535,137,2,20,0,0,0,0,0,0,0,0,SMSMALWARE_PLANKTON
1508253,10.42.0.151-10.42.0.1-33118-53-17,10.42.0.151,33118,10.42.0.1,53,17,21-06-2017 08:49,173962,1,1,30,129,30,30,30,0,129,129,129,0,913.993,11.49676366,173962,0,173962,173962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,5.74838,5.74838,30,129,63,57.15767665,3267,0,0,0,0,0,0,0,0,1,94.5,30,129,32,0,0,0,0,0,0,1,30,1,129,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
